"자치구별(1)",자치구별(2),2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 1/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4,2023 2/4
"합계",중랑구,4925,1936,2989,1140,529,611,674,206,468,71,36,35,77,31,46,153,13,140,707,238,469,1425,623,802,138,30,108,19,11,8,9,6,3,45,18,27,25,15,10,12,5,7,58,3,55,34,5,29,5,4,1,8,6,2,31,21,10,10,7,3,13,2,11,1,1,-,6,3,3,49,41,8,30,3,27,3,1,2,19,2,17,-,-,-,20,11,9,5,4,1,4,2,2,13,8,5,4,1,3,10,9,1,8,1,7,5,4,1,6,1,5,4,3,1,8,5,3,3,2,1,7,3,4,6,1,5,1,-,1,-,-,-,4,4,-,-,-,-,1,1,-,1,-,1,4,-,4,2,2,-,-,-,-,-,-,-,1,-,1,-,-,-,-,-,-,2,1,1,1,-,1,7,1,6,-,-,-,36,12,24,5044,1982,3062,1138,529,609,698,229,469,70,34,36,81,33,48,161,13,148,729,247,482,1474,638,836,139,29,110,23,13,10,6,4,2,52,21,31,24,14,10,13,5,8,61,3,58,35,4,31,4,3,1,9,7,2,32,21,11,10,7,3,12,2,10,1,1,-,7,3,4,49,40,9,27,4,23,-,-,-,21,1,20,-,-,-,19,9,10,6,5,1,4,2,2,11,7,4,4,1,3,10,9,1,8,1,7,5,4,1,6,1,5,7,4,3,8,5,3,3,2,1,8,3,5,5,1,4,1,-,1,-,-,-,4,4,-,-,-,-,1,1,-,1,-,1,4,-,4,2,2,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,2,1,1,1,-,1,7,1,6,-,-,-,39,13,26
"합계",성북구,11755,4303,7452,696,346,350,3792,1260,2532,439,190,249,268,102,166,427,52,375,1637,576,1061,1201,436,765,264,65,199,81,44,37,198,111,87,225,156,69,89,43,46,130,51,79,69,17,52,179,27,152,105,49,56,34,14,20,79,42,37,107,70,37,133,56,77,7,4,3,114,30,84,77,48,29,40,14,26,12,5,7,71,11,60,7,4,3,99,20,79,30,11,19,19,10,9,159,52,107,34,15,19,29,8,21,17,9,8,17,10,7,18,8,10,42,12,30,55,20,35,34,9,25,31,15,16,23,7,16,35,13,22,31,9,22,14,7,7,15,6,9,5,3,2,12,6,6,12,3,9,21,6,15,14,7,7,2,2,-,-,-,-,12,9,3,4,-,4,20,7,13,12,2,10,26,9,17,1,1,-,431,184,247,11923,4324,7599,691,343,348,3984,1333,2651,436,187,249,273,104,169,448,56,392,1696,592,1104,1193,430,763,272,69,203,72,40,32,194,110,84,227,162,65,77,38,39,130,41,89,70,16,54,172,24,148,79,33,46,39,16,23,82,42,40,111,76,35,130,53,77,9,5,4,106,27,79,76,45,31,42,15,27,10,6,4,74,11,63,8,4,4,100,19,81,31,12,19,22,11,11,161,47,114,34,10,24,28,7,21,11,5,6,16,9,7,14,3,11,39,11,28,58,19,39,19,4,15,35,17,18,20,4,16,23,9,14,27,7,20,13,6,7,11,3,8,5,3,2,9,5,4,19,5,14,19,6,13,14,8,6,2,2,-,1,-,1,12,9,3,5,-,5,20,7,13,10,3,7,29,10,19,1,1,-,414,184,230
"합계",강북구,4172,1465,2707,758,355,403,813,223,590,87,46,41,109,44,65,147,7,140,727,207,520,640,225,415,100,20,80,17,14,3,8,6,2,111,67,44,20,10,10,42,20,22,59,3,56,49,7,42,13,4,9,1,1,-,23,9,14,41,28,13,23,4,19,-,-,-,4,2,2,9,4,5,39,21,18,31,16,15,20,-,20,5,5,-,25,6,19,2,1,1,7,3,4,24,9,15,8,1,7,10,7,3,7,1,6,4,4,-,1,1,-,3,-,3,30,24,6,4,2,2,10,2,8,3,-,3,21,9,12,19,9,10,6,5,1,2,1,1,1,-,1,2,1,1,4,1,3,2,1,1,2,-,2,1,1,-,2,1,1,-,-,-,1,1,-,2,-,2,-,-,-,5,2,3,-,-,-,68,24,44,4389,1543,2846,774,366,408,867,243,624,95,50,45,119,49,70,154,7,147,758,216,542,685,236,449,101,20,81,17,14,3,8,6,2,117,70,47,17,8,9,48,21,27,85,24,61,55,9,46,13,5,8,1,1,-,25,11,14,43,30,13,27,4,23,-,-,-,5,2,3,10,6,4,23,4,19,30,15,15,21,1,20,5,5,-,26,6,20,3,2,1,6,3,3,30,10,20,5,-,5,11,8,3,6,1,5,4,4,-,2,1,1,-,-,-,34,24,10,3,2,1,10,2,8,4,-,4,19,8,11,19,9,10,6,5,1,2,1,1,1,-,1,1,1,-,6,2,4,2,1,1,3,1,2,1,1,-,2,1,1,-,-,-,1,1,-,2,-,2,-,-,-,6,2,4,-,-,-,71,24,47
"합계",도봉구,2349,783,1566,324,150,174,342,86,256,82,41,41,52,20,32,138,15,123,414,84,330,251,98,153,180,53,127,16,10,6,5,3,2,64,19,45,27,15,12,10,6,4,44,7,37,32,4,28,10,2,8,5,3,2,37,24,13,35,30,5,20,4,16,9,7,2,13,1,12,8,6,2,29,14,15,-,-,-,11,2,9,1,-,1,8,1,7,1,-,1,8,4,4,52,22,30,7,4,3,8,4,4,3,1,2,1,1,-,1,-,1,2,2,-,6,1,5,1,1,-,9,-,9,4,1,3,1,1,-,2,-,2,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,4,1,3,-,-,-,4,4,-,-,-,-,63,28,35,2400,808,1592,323,153,170,361,92,269,82,41,41,42,18,24,138,15,123,424,86,338,275,108,167,175,49,126,17,10,7,7,3,4,69,23,46,29,15,14,14,9,5,45,8,37,36,5,31,8,2,6,5,3,2,32,19,13,32,27,5,16,4,12,9,7,2,12,1,11,8,6,2,34,16,18,-,-,-,12,2,10,1,-,1,6,1,5,2,-,2,8,4,4,57,25,32,3,2,1,8,4,4,3,1,2,1,1,-,-,-,-,2,2,-,8,1,7,2,2,-,10,1,9,3,1,2,2,2,-,2,-,2,-,-,-,-,-,-,2,1,1,-,-,-,-,-,-,1,1,-,1,-,1,-,-,-,2,1,1,-,-,-,-,-,-,2,1,1,-,-,-,4,4,-,-,-,-,65,31,34
"합계",노원구,4474,1901,2573,405,194,211,817,348,469,223,109,114,92,33,59,261,22,239,1156,494,662,329,148,181,79,17,62,41,30,11,75,41,34,78,53,25,34,20,14,35,23,12,96,58,38,89,17,72,28,9,19,8,7,1,30,16,14,42,19,23,32,16,16,11,10,1,13,5,8,17,11,6,36,20,16,6,6,-,16,4,12,4,3,1,22,4,18,2,1,1,13,6,7,133,31,102,4,2,2,25,5,20,6,2,4,4,2,2,3,2,1,8,6,2,11,5,6,3,1,2,17,11,6,9,4,5,9,6,3,8,1,7,2,-,2,10,5,5,6,6,-,5,1,4,3,1,2,15,9,6,1,-,1,-,-,-,-,-,-,-,-,-,1,1,-,5,2,3,-,-,-,8,2,6,4,2,2,84,50,34,4537,1927,2610,401,186,215,853,360,493,211,104,107,80,30,50,256,19,237,1189,497,692,340,159,181,83,17,66,41,30,11,78,44,34,81,56,25,33,19,14,34,22,12,110,69,41,87,18,69,24,9,15,11,10,1,35,20,15,42,19,23,32,16,16,11,10,1,13,5,8,22,13,9,36,20,16,6,6,-,16,4,12,4,3,1,22,3,19,2,1,1,13,6,7,135,34,101,3,1,2,24,5,19,6,2,4,4,2,2,2,2,-,6,4,2,10,5,5,2,1,1,18,10,8,9,4,5,10,7,3,8,1,7,1,-,1,5,3,2,6,6,-,4,1,3,3,1,2,15,9,6,-,-,-,-,-,-,-,-,-,-,-,-,1,1,-,6,2,4,-,-,-,7,1,6,4,2,2,82,48,34
"합계",은평구,3895,1561,2334,823,394,429,669,226,443,160,86,74,485,248,237,352,72,280,464,110,354,65,18,47,105,22,83,37,23,14,51,33,18,54,22,32,46,32,14,41,18,23,61,6,55,51,9,42,16,10,6,15,10,5,10,8,2,10,9,1,24,7,17,5,4,1,31,12,19,8,7,1,23,9,14,6,4,2,42,12,30,6,4,2,9,3,6,2,2,-,17,11,6,34,26,8,9,6,3,6,5,1,4,2,2,8,7,1,5,5,-,5,4,1,3,1,2,10,9,1,4,2,2,8,6,2,8,5,3,6,1,5,5,4,1,2,1,1,2,1,1,2,1,1,3,-,3,15,8,7,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,2,2,-,10,-,10,1,-,1,55,34,21,3997,1587,2410,837,399,438,704,236,468,163,89,74,489,244,245,355,73,282,479,111,368,70,22,48,110,27,83,34,21,13,52,33,19,53,21,32,47,33,14,40,17,23,66,9,57,52,9,43,17,10,7,15,10,5,10,8,2,10,9,1,24,8,16,5,4,1,32,11,21,8,7,1,26,9,17,7,5,2,44,12,32,6,4,2,10,4,6,1,1,-,19,10,9,31,22,9,9,6,3,6,5,1,5,2,3,8,7,1,6,5,1,5,4,1,4,1,3,13,10,3,5,2,3,7,5,2,9,6,3,9,1,8,5,4,1,2,1,1,2,1,1,3,2,1,3,-,3,15,8,7,-,-,-,-,-,-,1,1,-,-,-,-,-,-,-,-,-,-,2,2,-,8,-,8,1,-,1,53,36,17
"합계",서대문구,13529,4357,9172,570,252,318,4098,1108,2990,1032,406,626,1846,892,954,684,98,586,1511,412,1099,157,48,109,137,27,110,118,59,59,191,94,97,71,41,30,205,96,109,379,120,259,186,14,172,121,22,99,186,45,141,78,30,48,34,21,13,34,26,8,141,20,121,8,5,3,86,14,72,16,7,9,45,13,32,20,11,9,194,33,161,20,9,11,84,21,63,13,5,8,20,11,9,109,23,86,56,15,41,47,19,28,40,14,26,14,8,6,29,11,18,66,18,48,33,11,22,49,21,28,28,4,24,42,11,31,93,26,67,27,8,19,33,6,27,18,5,13,12,10,2,25,8,17,28,8,20,19,7,12,13,3,10,9,3,6,6,2,4,11,9,2,5,2,3,13,3,10,18,5,13,18,2,16,2,-,2,381,135,246,13604,4313,9291,564,249,315,4376,1181,3195,846,348,498,1841,889,952,800,99,701,1536,409,1127,159,50,109,137,26,111,115,60,55,184,93,91,69,42,27,181,93,88,385,122,263,187,16,171,121,22,99,154,34,120,67,27,40,37,22,15,34,25,9,142,19,123,7,4,3,92,15,77,14,7,7,45,14,31,16,6,10,201,34,167,18,8,10,81,20,61,11,5,6,21,13,8,130,28,102,51,14,37,48,17,31,40,11,29,14,8,6,26,9,17,57,14,43,25,9,16,37,18,19,31,4,27,42,13,29,73,20,53,22,5,17,25,8,17,17,5,12,11,9,2,24,8,16,24,8,16,17,5,12,11,3,8,9,3,6,8,3,5,-,-,-,5,2,3,14,4,10,17,6,11,23,3,20,3,-,3,359,124,235
"합계",마포구,10972,3947,7025,729,350,379,2934,839,2095,1262,478,784,1096,499,597,1004,371,633,608,184,424,74,22,52,85,21,64,101,63,38,130,67,63,36,19,17,157,86,71,546,185,361,180,30,150,152,37,115,177,66,111,59,33,26,46,27,19,24,14,10,111,26,85,5,3,2,54,12,42,19,10,9,26,6,20,89,50,39,190,35,155,20,15,5,44,11,33,11,7,4,21,10,11,24,5,19,49,15,34,24,11,13,35,12,23,22,13,9,38,11,27,88,26,62,31,13,18,51,24,27,13,-,13,38,18,20,95,42,53,17,6,11,34,17,17,14,6,8,5,5,-,31,7,24,20,4,16,24,20,4,15,4,11,1,1,-,2,-,2,-,-,-,3,1,2,8,3,5,8,3,5,31,19,12,3,1,2,258,84,174,11174,3983,7191,728,357,371,3096,901,2195,1226,487,739,1105,500,605,1123,380,743,656,188,468,74,24,50,92,22,70,95,58,37,138,69,69,37,19,18,155,85,70,507,176,331,183,32,151,164,39,125,174,61,113,57,29,28,38,24,14,25,14,11,116,26,90,5,3,2,58,13,45,19,9,10,34,11,23,52,29,23,185,34,151,21,15,6,46,11,35,13,8,5,20,9,11,30,7,23,49,14,35,23,12,11,37,11,26,21,13,8,37,10,27,78,22,56,31,15,16,44,21,23,11,-,11,37,20,17,75,32,43,15,6,9,29,15,14,10,4,6,3,3,-,29,7,22,23,6,17,24,19,5,16,4,12,1,1,-,3,1,2,1,-,1,3,1,2,8,3,5,14,6,8,25,15,10,2,-,2,253,82,171
"합계",양천구,3126,1280,1846,1196,599,597,496,161,335,157,73,84,160,84,76,144,16,128,267,68,199,81,34,47,122,26,96,37,20,17,13,7,6,34,16,18,38,18,20,23,15,8,37,4,33,36,15,21,6,-,6,11,6,5,4,1,3,15,11,4,19,11,8,2,1,1,8,3,5,4,4,-,26,7,19,-,-,-,18,3,15,5,3,2,34,14,20,1,1,-,13,7,6,11,4,7,3,-,3,3,1,2,3,2,1,9,6,3,5,3,2,2,2,-,4,1,3,3,2,1,3,-,3,3,1,2,3,2,1,3,-,3,1,-,1,-,-,-,-,-,-,4,1,3,3,-,3,8,6,2,3,1,2,-,-,-,-,-,-,-,-,-,2,-,2,5,2,3,1,-,1,9,3,6,-,-,-,28,15,13,3164,1296,1868,1194,605,589,527,167,360,154,69,85,156,83,73,144,17,127,264,65,199,86,38,48,118,24,94,38,20,18,14,7,7,34,15,19,40,18,22,23,16,7,39,4,35,41,21,20,5,1,4,15,9,6,6,3,3,15,11,4,20,11,9,2,1,1,7,3,4,3,3,-,27,7,20,-,-,-,18,3,15,5,2,3,31,13,18,1,1,-,13,4,9,13,6,7,4,1,3,3,1,2,3,2,1,11,7,4,5,3,2,2,2,-,4,2,2,2,1,1,5,-,5,3,1,2,3,1,2,3,-,3,1,-,1,-,-,-,-,-,-,2,1,1,3,-,3,7,5,2,3,1,2,-,-,-,-,-,-,-,-,-,2,-,2,5,2,3,1,-,1,8,3,5,-,-,-,31,16,15
"합계",강서구,5424,2353,3071,1691,841,850,980,328,652,205,93,112,268,114,154,349,51,298,426,123,303,86,21,65,128,26,102,53,43,10,68,50,18,70,35,35,63,35,28,31,18,13,139,66,73,109,35,74,24,15,9,27,23,4,19,13,6,23,16,7,34,15,19,10,7,3,31,25,6,16,11,5,66,40,26,2,1,1,32,10,22,14,12,2,23,6,17,9,6,3,9,6,3,121,80,41,5,2,3,7,5,2,21,11,10,13,6,7,2,1,1,18,17,1,17,9,8,5,4,1,5,2,3,11,10,1,11,11,-,9,2,7,5,5,-,3,2,1,11,9,2,12,10,2,6,3,3,23,23,-,6,4,2,-,-,-,2,2,-,-,-,-,-,-,-,1,-,1,3,1,2,16,5,11,-,-,-,86,44,42,5543,2433,3110,1739,872,867,988,325,663,203,93,110,264,114,150,373,57,316,440,138,302,88,20,68,124,26,98,52,41,11,65,49,16,68,39,29,62,35,27,34,22,12,155,76,79,115,40,75,25,16,9,31,26,5,16,10,6,26,17,9,36,14,22,11,7,4,31,25,6,16,11,5,67,40,27,1,-,1,32,9,23,15,13,2,24,8,16,10,7,3,10,7,3,123,86,37,4,2,2,8,5,3,22,12,10,10,6,4,3,2,1,20,17,3,16,9,7,5,4,1,5,2,3,10,9,1,13,13,-,8,2,6,6,5,1,2,2,-,12,9,3,9,7,2,7,3,4,23,23,-,6,4,2,-,-,-,2,2,-,-,-,-,-,-,-,1,-,1,4,1,3,13,4,9,-,-,-,90,47,43
"합계",구로구,22800,12182,10618,15662,9261,6401,5082,2060,3022,112,51,61,157,65,92,214,35,179,465,188,277,105,40,65,122,39,83,28,17,11,34,23,11,59,35,24,28,12,16,39,19,20,73,7,66,43,10,33,10,4,6,11,10,1,20,12,8,37,28,9,33,11,22,4,3,1,48,21,27,20,19,1,33,15,18,4,3,1,19,2,17,7,5,2,47,23,24,15,14,1,3,3,-,117,80,37,8,4,4,5,5,-,3,2,1,5,3,2,4,2,2,5,3,2,13,3,10,-,-,-,12,1,11,5,1,4,3,2,1,3,1,2,2,1,1,1,-,1,1,1,-,2,1,1,5,2,3,8,6,2,1,-,1,-,-,-,3,-,3,-,-,-,-,-,-,-,-,-,-,-,-,5,3,2,3,2,1,52,24,28,22941,12254,10687,15870,9406,6464,5006,2000,3006,104,43,61,154,62,92,228,37,191,460,182,278,98,39,59,126,42,84,26,17,9,39,26,13,54,32,22,29,12,17,42,16,26,76,6,70,46,12,34,12,5,7,12,11,1,20,12,8,31,24,7,34,12,22,4,3,1,45,21,24,21,20,1,36,16,20,1,1,-,17,2,15,7,5,2,51,27,24,16,14,2,2,2,-,121,79,42,6,3,3,3,3,-,3,2,1,7,4,3,5,3,2,6,3,3,15,4,11,-,-,-,12,1,11,6,1,5,3,2,1,2,1,1,2,1,1,-,-,-,1,1,-,2,1,1,5,2,3,7,5,2,1,-,1,-,-,-,2,-,2,-,-,-,1,1,-,-,-,-,-,-,-,4,2,2,4,3,1,56,25,31
"합계",금천구,13160,6953,6207,9183,5311,3872,2475,997,1478,58,31,27,86,38,48,134,14,120,407,138,269,104,49,55,117,50,67,14,7,7,16,11,5,44,21,23,9,3,6,22,11,11,56,13,43,30,9,21,4,2,2,2,1,1,26,17,9,23,21,2,31,14,17,1,-,1,3,1,2,11,10,1,67,48,19,-,-,-,8,-,8,2,2,-,11,5,6,19,16,3,2,-,2,83,75,8,2,-,2,6,1,5,9,3,6,2,1,1,1,-,1,2,2,-,6,1,5,2,1,1,10,2,8,1,1,-,6,2,4,8,1,7,-,-,-,-,-,-,1,1,-,-,-,-,3,1,2,5,2,3,1,-,1,-,-,-,-,-,-,-,-,-,3,1,2,3,1,2,1,-,1,8,2,6,-,-,-,32,15,17,13332,7085,6247,9262,5405,3857,2528,1022,1506,55,28,27,87,37,50,141,15,126,411,140,271,112,54,58,124,54,70,13,7,6,17,12,5,38,18,20,11,4,7,23,10,13,61,15,46,32,9,23,5,2,3,3,2,1,26,17,9,22,20,2,29,13,16,1,-,1,4,1,3,12,10,2,70,48,22,1,1,-,10,-,10,2,2,-,12,5,7,21,18,3,-,-,-,83,76,7,2,-,2,7,1,6,10,3,7,2,1,1,1,-,1,4,2,2,5,1,4,3,1,2,11,3,8,1,1,-,6,3,3,9,1,8,-,-,-,-,-,-,1,1,-,-,-,-,2,1,1,5,2,3,1,-,1,-,-,-,-,-,-,-,-,-,3,1,2,3,1,2,1,-,1,7,2,5,-,-,-,32,15,17
"합계",영등포구,22385,11529,10856,15155,8429,6726,4599,1907,2692,233,119,114,341,168,173,252,36,216,346,114,232,77,27,50,81,27,54,54,34,20,52,40,12,44,27,17,47,22,25,70,41,29,73,30,43,73,18,55,25,14,11,25,19,6,74,61,13,23,20,3,229,113,116,4,4,-,27,14,13,10,10,-,36,29,7,3,2,1,60,15,45,9,7,2,16,4,12,12,11,1,8,8,-,62,36,26,15,4,11,7,4,3,19,7,12,12,6,6,6,2,4,15,8,7,16,7,9,6,3,3,11,7,4,5,1,4,13,6,7,7,-,7,7,4,3,1,-,1,1,1,-,8,2,6,6,-,6,6,5,1,3,2,1,-,-,-,2,1,1,-,-,-,5,2,3,-,-,-,3,3,-,10,4,6,-,-,-,81,44,37,22703,11745,10958,15205,8536,6669,4704,1948,2756,240,119,121,343,171,172,289,37,252,379,125,254,80,29,51,77,23,54,55,35,20,56,42,14,50,31,19,53,24,29,69,44,25,92,47,45,76,19,57,24,13,11,23,19,4,92,73,19,24,21,3,238,119,119,1,1,-,35,19,16,12,12,-,37,30,7,3,2,1,61,13,48,7,6,1,17,5,12,12,11,1,9,7,2,62,36,26,15,4,11,7,4,3,18,7,11,12,7,5,7,2,5,18,9,9,21,13,8,6,2,4,11,7,4,5,1,4,13,6,7,9,-,9,7,4,3,3,1,2,1,1,-,8,2,6,7,-,7,7,6,1,3,1,2,-,-,-,1,1,-,-,-,-,4,1,3,-,-,-,2,2,-,11,5,6,-,-,-,82,42,40
"합계",동작구,10176,4169,6007,3036,1537,1499,3231,1190,2041,243,119,124,183,43,140,323,35,288,1322,418,904,110,30,80,60,11,49,44,24,20,68,36,32,75,48,27,47,26,21,123,59,64,67,17,50,108,18,90,79,19,60,15,6,9,31,17,14,59,37,22,57,16,41,11,7,4,23,3,20,33,30,3,28,16,12,-,-,-,34,3,31,5,5,-,23,5,18,14,10,4,5,2,3,44,13,31,7,4,3,16,10,6,5,3,2,6,4,2,12,5,7,21,7,14,15,7,8,24,14,10,11,2,9,17,4,13,31,18,13,13,5,8,8,3,5,14,4,10,9,9,-,7,4,3,7,1,6,15,6,9,4,-,4,2,2,-,1,1,-,-,-,-,2,1,1,15,7,8,3,1,2,12,7,5,5,3,2,393,237,156,10221,4197,6024,3023,1546,1477,3207,1183,2024,212,115,97,160,41,119,322,27,295,1505,443,1062,155,53,102,61,14,47,38,24,14,70,39,31,96,65,31,45,23,22,109,58,51,79,24,55,109,19,90,56,15,41,13,5,8,27,13,14,60,38,22,45,15,30,11,7,4,19,2,17,31,27,4,26,16,10,1,-,1,31,4,27,8,8,-,23,6,17,15,10,5,6,2,4,45,10,35,9,4,5,15,8,7,7,3,4,5,3,2,6,2,4,19,8,11,12,4,8,13,7,6,8,1,7,11,3,8,25,13,12,18,5,13,5,2,3,9,3,6,9,9,-,5,3,2,6,2,4,15,7,8,4,-,4,2,2,-,2,-,2,-,-,-,3,2,1,15,7,8,2,1,1,14,8,6,4,3,1,370,235,135
"합계",관악구,14813,6000,8813,5665,2907,2758,2663,894,1769,375,141,234,186,55,131,481,63,418,1122,309,813,552,167,385,165,27,138,74,36,38,231,107,124,286,196,90,128,61,67,217,85,132,161,21,140,235,33,202,126,61,65,32,14,18,79,47,32,76,46,30,216,59,157,18,12,6,72,21,51,83,74,9,67,38,29,8,1,7,85,7,78,12,8,4,88,21,67,34,22,12,20,9,11,107,34,73,31,6,25,71,17,54,47,14,33,13,9,4,25,11,14,39,14,25,73,15,58,37,18,19,31,8,23,31,12,19,49,17,32,35,2,33,13,8,5,14,3,11,18,15,3,27,11,16,22,6,16,35,19,16,10,5,5,3,1,2,9,4,5,2,-,2,8,1,7,24,5,19,9,6,3,60,15,45,2,-,2,411,182,229,15238,6134,9104,5695,2940,2755,2685,911,1774,369,142,227,187,54,133,547,71,476,1165,325,840,652,195,457,157,26,131,68,35,33,236,108,128,288,202,86,126,58,68,247,95,152,173,24,149,276,48,228,117,48,69,34,13,21,91,59,32,72,43,29,212,57,155,17,11,6,129,43,86,77,68,9,70,40,30,9,1,8,80,10,70,12,8,4,96,24,72,32,22,10,26,11,15,116,32,84,25,3,22,76,17,59,47,15,32,13,7,6,21,5,16,41,11,30,85,21,64,36,19,17,34,10,24,30,11,19,46,12,34,41,3,38,13,6,7,12,2,10,14,12,2,25,13,12,23,6,17,28,16,12,12,6,6,2,1,1,11,4,7,2,-,2,6,1,5,20,3,17,8,5,3,68,18,50,2,-,2,436,183,253
